1/41,0,-2,0,1,4,6,2,-2,-3,-5,-4,-6,6,8,8,-9,-11,-5,0,15,2,12,-16,-1,7
-4/83,0,2,-3,-5,-2,6,-6,-2,-8,4,10,-5,0,6,-4,-2,9,-8,4,-9,-13,8,-16,-8,2
1/43,0,2,3,0,6,2,-6,1,-3,-1,-9,-1,12,-12,-6,-4,-9,-3,14,9,-2,5,10,1,13
-1/42,0,0,-2,-5,2,-5,-6,-2,2,7,-1,-7,12,-6,11,6,0,-7,-14,-12,-11,1,-16,-6,-6
-4/43,0,-2,-2,3,-3,6,-4,-2,-3,-5,1,-11,-9,-12,2,-9,-11,8,4,-12,-9,5,-4,-15,17
-5/43,0,2,0,1,4,0,1,1,-8,10,-4,-6,-6,-12,1,-2,6,13,10,16,2,10,12,-6,18
-1/15,0,0,0,1,0,-6,-4,1,-8,-1,-6,-3,-4,4,0,9,-2,-13,-8,0,14,10,17,-7,-8
-47/21,0,0,3,-5,-2,6,4,1,1,-3,-1,5,-4,12,-8,-4,11,-5,8,0,-7,6,0,0,-6
22/9,-1,0,-2,-5,0,2,-1,-2,-3,-2,1,5,-9,-12,8,-4,11,10,-6,-12,-2,-11,-9,3,-5
-25/27,0,0,0,-5,2,2,-5,1,3,-1,-1,-2,-3,9,1,1,0,-10,2,8,-4,0,-11,1,6
29/5,0,2,0,3,0,4,3,1,-3,-10,3,-6,-6,1,1,-2,0,6,-2,8,4,-15,4,6,-1
27/5,0,0,0,-5,-5,-5,-6,-2,6,-5,-2,6,-4,-7,-6,6,-4,-10,-14,-7,-14,5,4,2,18
16/3,0,0,-2,3,0,2,5,1,-3,6,-9,-6,-3,5,0,-4,-7,-1,4,6,-2,-14,-10,9,17
15/11,0,0,0,1,-2,6,-5,-2,-6,-2,2,6,6,-6,-6,-9,-2,6,2,8,-13,11,-4,-16,10
31/50,0,-2,0,3,4,-5,2,0,6,6,-10,-6,6,1,-4,-2,9,-11,-3,8,-9,0,6,-12,1
30/47,1,0,0,1,6,6,4,1,3,0,-4,-2,-6,1,3,1,10,13,-12,0,-2,-1,5,10,-14
3/71,0,0,3,3,4,6,4,-2,-3,-1,-8,7,0,-6,12,10,-11,1,5,4,4,-8,3,-6,16
23/24,0,0,0,3,2,-5,-3,1,-7,6,1,-2,-4,6,-8,0,2,8,-10,-13,-6,2,4,0,-12
69/79,0,0,0,3,4,-5,2,1,-7,-3,0,7,-6,2,-2,4,-14,10,4,8,4,-8,4,0,-14
-29/48,0,0,0,0,-5,-5,-3,1,-4,-10,-1,-1,-1,4,-6,-2,1,-5,8,4,-6,-8,-3,12,-6
-21/13,0,0,-2,1,2,-2,4,-2,-3,3,-9,-11,-1,2,4,-2,6,-4,11,8,-6,1,1,-8,8
-81/52,0,0,-2,0,4,-2,-3,0,-8,0,-5,10,2,5,-8,6,-1,-1,-14,-12,14,-16,-3,-3,-2
-8/5,0,-2,0,-5,4,2,6,1,-8,10,8,-6,2,8,0,10,6,4,8,-15,-1,-9,14,12,3
-83/51,0,0,2,-5,4,-5,-2,-2,3,4,4,10,-5,4,-6,-3,5,8,12,6,2,-9,0,3,-2
-79/49,0,-2,1,-5,-3,-1,2,-2,1,-5,10,-2,7,4,-11,-11,-2,10,5,0,-2,4,-16,-2,17
-86/57,1,0,0,-5,-5,2,2,-2,3,0,3,6,10,-1,-3,-7,-4,-7,-11,6,-13,1,6,18,-6
